progress_id,userId,courseId,progressStatus,last_updated,modulesCompleted,certificateProof
895,185,269,completed,2024-09-05 15:12:32.000,25,http://www.hayes.com/
896,186,346,in_progress,2024-06-23 02:30:15.000,16,
897,186,346,in_progress,2024-08-13 22:08:52.000,17,
898,186,346,completed,2024-10-02 21:16:22.000,18,https://www.davis-walker.com/
899,187,318,in_progress,2024-03-24 21:23:01.000,22,
900,187,318,completed,2024-06-29 05:07:16.000,23,http://medina-vaughn.com/
901,187,328,in_progress,2024-07-23 17:35:08.000,7,
902,187,328,in_progress,2024-09-04 19:03:02.000,9,
903,187,328,completed,2024-09-23 04:02:38.000,17,https://www.sharp.com/
904,188,154,in_progress,2024-09-10 16:18:31.000,11,
905,188,154,completed,2024-09-19 21:48:07.000,27,https://www.moody.info/
906,188,80,in_progress,2024-10-02 11:26:12.000,17,
907,188,80,in_progress,2024-10-05 08:02:04.000,20,
908,188,80,completed,2024-10-07 07:23:45.000,24,https://www.hunter-french.org/
909,190,309,in_progress,2024-09-21 15:39:32.000,3,
910,190,309,completed,2024-09-25 15:22:30.000,11,http://www.goodman-rose.com/
911,191,147,in_progress,2024-08-30 09:57:37.000,1,
912,191,147,in_progress,2024-09-07 23:49:47.000,4,
913,191,147,in_progress,2024-09-27 00:08:21.000,5,
914,191,147,completed,2024-09-29 03:13:45.000,8,https://www.waller-warren.com/
915,191,360,in_progress,2024-03-07 06:38:42.000,5,
916,191,360,in_progress,2024-10-04 23:32:05.000,11,
917,191,360,completed,2024-10-05 20:01:42.000,19,https://richardson.biz/
918,191,267,in_progress,2024-09-15 04:41:41.000,19,
919,191,267,in_progress,2024-09-28 02:05:42.000,21,
920,191,267,in_progress,2024-10-04 20:46:50.000,22,
921,191,267,completed,2024-10-05 16:26:04.000,23,http://richardson.com/
922,193,171,in_progress,2024-02-05 04:09:39.000,5,
923,193,171,completed,2024-08-04 21:20:59.000,6,https://www.murphy.com/
924,193,201,in_progress,2024-10-04 23:13:46.000,4,
925,193,201,in_progress,2024-10-05 19:15:31.000,9,
926,193,201,completed,2024-10-07 00:20:52.000,10,http://www.mendez.net/
927,193,312,in_progress,2024-05-21 15:01:07.000,12,
928,193,312,in_progress,2024-06-24 13:25:58.000,13,
929,193,312,in_progress,2024-10-03 01:26:56.000,14,
930,193,312,completed,2024-10-06 17:40:49.000,15,http://adams-peterson.com/
931,194,225,in_progress,2024-09-25 20:34:01.000,2,
932,194,225,in_progress,2024-10-04 23:22:54.000,15,
933,194,225,in_progress,2024-10-06 05:54:32.000,25,
934,194,225,in_progress,2024-10-07 04:57:57.000,26,
935,194,225,completed,2024-10-07 08:12:18.000,27,http://www.cordova.info/
936,194,249,in_progress,2024-08-07 07:38:46.000,0,
937,194,249,in_progress,2024-09-16 16:36:45.000,22,
938,194,249,completed,2024-09-19 10:48:40.000,24,http://lambert.com/
939,195,278,in_progress,2024-10-01 23:13:31.000,20,
940,195,278,in_progress,2024-10-04 08:56:03.000,23,
941,195,278,completed,2024-10-05 08:44:15.000,26,http://avila-pugh.com/
942,196,27,in_progress,2024-04-28 12:36:31.000,14,
943,196,27,in_progress,2024-07-14 04:38:18.000,20,
944,196,27,completed,2024-08-14 02:59:47.000,22,https://www.brown.com/
945,196,19,in_progress,2024-09-06 17:21:59.000,2,
946,196,19,in_progress,2024-09-23 19:21:56.000,23,
947,196,19,in_progress,2024-09-24 18:46:08.000,25,
948,196,19,completed,2024-09-27 22:35:51.000,26,https://www.king.com/
949,199,102,in_progress,2023-08-08 13:05:14.000,11,
950,199,102,in_progress,2024-05-04 10:56:55.000,19,
951,199,102,in_progress,2024-06-12 01:57:40.000,20,
952,199,102,in_progress,2024-09-17 14:22:15.000,21,
953,199,102,completed,2024-09-26 05:10:07.000,22,https://mayo.com/
954,199,356,in_progress,2024-06-01 03:33:41.000,14,
955,199,356,in_progress,2024-08-23 00:17:45.000,16,
956,199,356,completed,2024-08-31 18:55:12.000,19,https://www.guerrero.com/
957,200,329,in_progress,2024-10-07 04:32:32.000,14,
958,200,329,in_progress,2024-10-07 07:01:28.000,16,
959,200,329,in_progress,2024-10-07 08:24:31.000,22,
960,200,329,completed,2024-10-07 08:36:22.000,23,http://mccann.biz/
961,200,189,in_progress,2024-07-22 17:44:55.000,5,
962,200,189,in_progress,2024-08-20 07:17:20.000,8,
963,200,189,in_progress,2024-08-20 14:40:01.000,25,
964,200,189,in_progress,2024-09-26 05:17:56.000,28,
965,200,189,completed,2024-09-26 06:00:12.000,30,http://martinez-cameron.com/
966,202,310,completed,2024-04-26 12:51:02.000,5,http://www.ochoa-moore.com/
967,202,233,in_progress,2024-01-16 11:17:03.000,9,
968,202,233,completed,2024-02-21 16:11:39.000,19,http://www.carrillo.com/
969,202,215,in_progress,2024-09-22 01:41:51.000,23,
970,202,215,in_progress,2024-09-30 23:52:18.000,24,
971,202,215,in_progress,2024-10-06 23:28:49.000,25,
972,202,215,completed,2024-10-06 23:34:12.000,28,http://www.velazquez.com/
973,203,371,in_progress,2024-08-04 14:10:00.000,11,
974,203,371,in_progress,2024-09-04 01:43:07.000,16,
975,203,371,in_progress,2024-09-20 13:42:42.000,19,
976,203,371,in_progress,2024-09-22 09:56:26.000,23,
977,203,371,in_progress,2024-09-28 11:45:17.000,24,
978,203,199,in_progress,2024-10-04 00:22:46.000,1,
979,203,199,in_progress,2024-10-04 02:42:37.000,3,
1104,227,334,in_progress,2023-12-24 19:56:26.000,4,
980,203,199,completed,2024-10-05 02:03:17.000,12,https://www.evans.com/
981,204,372,completed,2024-10-06 13:54:37.000,13,http://forbes-collins.com/
982,204,254,in_progress,2024-09-21 14:58:46.000,21,
983,204,254,in_progress,2024-09-29 17:57:21.000,24,
984,204,254,completed,2024-10-01 19:00:05.000,26,http://gillespie-jackson.com/
985,206,112,in_progress,2024-08-17 01:14:19.000,6,
986,206,112,in_progress,2024-10-04 03:15:50.000,12,
987,206,112,completed,2024-10-05 02:16:31.000,22,http://www.walker.com/
988,207,305,in_progress,2024-06-17 20:29:36.000,7,
989,207,305,in_progress,2024-10-06 17:14:37.000,20,
990,207,305,completed,2024-10-06 20:36:02.000,24,https://davis.info/
991,207,33,in_progress,2024-07-10 21:54:16.000,21,
992,207,33,completed,2024-08-07 19:11:44.000,22,http://www.harper.com/
993,207,100,in_progress,2023-10-21 05:16:07.000,7,
994,207,100,in_progress,2024-07-19 16:31:06.000,14,
995,207,100,completed,2024-08-16 23:32:10.000,15,https://www.boone.com/
996,208,338,in_progress,2024-08-28 23:45:49.000,29,
997,208,338,completed,2024-10-05 09:13:30.000,30,https://white.net/
998,211,180,in_progress,2024-10-01 06:32:20.000,18,
999,211,180,in_progress,2024-10-04 02:41:24.000,20,
1000,211,180,completed,2024-10-05 05:30:32.000,21,https://www.turner.com/
1001,211,3,in_progress,2024-10-05 15:38:17.000,0,
1002,211,3,completed,2024-10-06 14:41:03.000,13,https://www.matthews.com/
1003,211,193,in_progress,2024-09-25 07:46:40.000,3,
1004,211,193,in_progress,2024-09-25 11:31:05.000,13,
1005,211,193,in_progress,2024-10-05 12:45:18.000,14,
1006,211,193,in_progress,2024-10-06 06:30:06.000,17,
1007,211,193,in_progress,2024-10-06 19:49:42.000,19,
1008,213,211,in_progress,2024-06-11 01:08:29.000,28,
1009,213,211,completed,2024-08-07 07:13:21.000,29,http://www.friedman.com/
1010,213,318,in_progress,2024-02-05 16:37:42.000,20,
1011,213,318,in_progress,2024-07-25 19:53:53.000,22,
1012,213,318,completed,2024-08-26 15:54:42.000,23,http://www.jacobs.com/
1013,215,175,in_progress,2023-03-06 04:23:57.000,16,
1014,215,175,in_progress,2024-05-20 17:17:29.000,17,
1015,215,175,in_progress,2024-05-25 11:05:51.000,19,
1016,215,175,in_progress,2024-09-19 19:35:28.000,25,
1017,215,175,completed,2024-09-19 19:50:57.000,28,http://romero-weaver.com/
1018,215,139,in_progress,2024-08-20 20:44:05.000,16,
1019,215,139,in_progress,2024-08-24 01:44:58.000,18,
1020,215,139,in_progress,2024-09-21 04:49:49.000,21,
1021,215,139,in_progress,2024-10-05 18:08:09.000,26,
1022,215,139,completed,2024-10-06 10:50:29.000,27,http://www.zamora-ross.com/
1023,215,300,in_progress,2023-12-09 10:49:35.000,12,
1024,215,300,completed,2024-06-19 09:14:36.000,13,http://henderson.com/
1025,216,141,in_progress,2024-04-29 12:13:05.000,5,
1026,216,141,in_progress,2024-06-04 12:45:42.000,9,
1027,216,141,in_progress,2024-10-02 11:12:22.000,17,
1028,216,141,in_progress,2024-10-05 11:11:32.000,20,
1029,216,141,in_progress,2024-10-06 13:50:18.000,22,
1030,217,230,completed,2024-05-30 03:02:00.000,30,http://www.perkins-moore.com/
1031,217,207,in_progress,2024-08-30 09:32:35.000,13,
1032,217,207,in_progress,2024-09-20 16:36:01.000,14,
1033,217,207,in_progress,2024-10-02 17:45:26.000,17,
1034,217,207,completed,2024-10-03 05:12:40.000,18,http://ewing.com/
1035,217,206,in_progress,2024-07-31 04:20:43.000,2,
1036,217,206,in_progress,2024-09-13 12:40:23.000,6,
1037,217,206,in_progress,2024-09-14 20:22:23.000,16,
1038,217,206,completed,2024-10-05 08:19:40.000,17,https://curtis.info/
1039,218,148,in_progress,2024-02-14 04:43:19.000,12,
1040,218,148,in_progress,2024-07-24 19:23:38.000,18,
1041,218,148,completed,2024-09-19 03:21:17.000,21,http://brown.org/
1042,219,340,in_progress,2024-07-19 09:30:33.000,8,
1043,219,340,in_progress,2024-09-12 15:09:34.000,11,
1044,219,340,in_progress,2024-09-26 08:10:52.000,12,
1045,219,340,in_progress,2024-10-03 20:08:30.000,13,
1046,219,340,completed,2024-10-04 03:38:51.000,14,http://www.jackson.org/
1047,219,148,in_progress,2023-09-30 01:32:50.000,9,
1048,219,148,in_progress,2024-05-19 21:06:53.000,12,
1049,219,148,in_progress,2024-06-16 18:21:17.000,16,
1050,219,148,in_progress,2024-06-17 17:54:53.000,20,
1051,219,148,completed,2024-07-15 20:54:23.000,21,http://www.reed.com/
1052,220,226,in_progress,2024-09-25 10:25:50.000,3,
1053,220,226,in_progress,2024-09-26 03:14:06.000,8,
1054,220,226,completed,2024-10-02 15:17:07.000,9,http://www.mccarthy-parker.net/
1055,220,136,in_progress,2024-08-09 02:06:05.000,13,
1056,220,136,completed,2024-09-19 10:22:02.000,14,http://prince.info/
1057,221,6,in_progress,2024-04-11 09:11:12.000,7,
1058,221,6,in_progress,2024-09-20 10:08:31.000,9,
1059,221,6,in_progress,2024-09-22 14:35:56.000,14,
1060,221,6,completed,2024-10-05 22:51:24.000,15,http://www.gomez-johnson.com/
1061,221,275,in_progress,2024-08-07 21:59:43.000,9,
1062,221,275,in_progress,2024-09-01 11:46:33.000,12,
1063,221,275,in_progress,2024-09-26 14:04:46.000,19,
1064,221,275,completed,2024-09-27 09:33:14.000,21,https://liu.com/
1065,222,240,in_progress,2024-05-31 01:31:02.000,16,
1066,222,240,in_progress,2024-08-20 14:34:51.000,23,
1067,222,240,completed,2024-10-06 22:21:37.000,24,https://craig.net/
1068,222,86,in_progress,2023-11-09 13:41:54.000,12,
1069,222,86,in_progress,2023-11-26 03:54:17.000,14,
1070,222,86,in_progress,2024-01-05 02:34:03.000,16,
1071,222,86,completed,2024-05-11 21:22:19.000,17,http://www.rowland-ramirez.com/
1072,222,314,in_progress,2024-04-22 07:15:11.000,4,
1073,222,314,in_progress,2024-06-22 21:07:55.000,6,
1074,222,314,in_progress,2024-09-03 06:11:32.000,24,
1075,222,314,completed,2024-09-14 05:34:49.000,25,http://maynard-williams.com/
1076,223,390,in_progress,2023-11-17 08:01:51.000,8,
1077,223,390,in_progress,2024-02-16 01:17:08.000,10,
1078,223,390,in_progress,2024-09-18 22:47:54.000,11,
1079,223,390,in_progress,2024-09-25 21:38:34.000,12,
1080,223,390,completed,2024-09-26 21:32:53.000,15,http://jones.com/
1081,223,94,in_progress,2024-03-10 15:48:45.000,0,
1082,223,94,in_progress,2024-07-19 14:31:25.000,5,
1083,223,94,completed,2024-10-02 16:50:08.000,6,https://williams.com/
1084,224,208,in_progress,2024-10-05 06:41:59.000,0,
1085,224,208,in_progress,2024-10-07 04:39:04.000,8,
1086,224,208,in_progress,2024-10-07 08:55:17.000,13,
1087,224,208,completed,2024-10-07 08:58:03.000,14,http://www.mendoza.net/
1088,224,10,in_progress,2024-05-02 07:32:15.000,7,
1089,224,10,in_progress,2024-08-01 23:34:29.000,15,
1090,224,10,in_progress,2024-09-06 20:44:08.000,21,
1091,224,10,in_progress,2024-09-10 17:11:39.000,22,
1092,224,10,in_progress,2024-09-13 17:15:42.000,23,
1093,225,389,completed,2024-10-05 16:20:07.000,10,http://www.mayer.com/
1094,225,93,in_progress,2024-09-29 13:20:05.000,12,
1095,225,93,in_progress,2024-10-04 09:23:19.000,14,
1096,225,93,in_progress,2024-10-06 21:58:12.000,19,
1097,225,93,in_progress,2024-10-07 03:42:59.000,21,
1098,225,93,completed,2024-10-07 04:15:11.000,25,https://cook.biz/
1099,225,353,in_progress,2024-10-04 06:57:35.000,0,
1100,225,353,in_progress,2024-10-05 03:11:28.000,1,
1101,225,353,in_progress,2024-10-07 00:45:08.000,4,
1102,225,353,completed,2024-10-07 06:07:28.000,6,http://huerta.com/
1105,227,334,in_progress,2024-01-12 01:57:20.000,6,
1106,227,334,completed,2024-10-05 20:17:12.000,8,https://www.mitchell.com/
1107,227,367,in_progress,2022-11-25 02:59:53.000,5,
1108,227,367,in_progress,2023-01-16 07:55:31.000,9,
1109,227,367,completed,2024-06-14 18:45:52.000,10,https://www.smith-valentine.com/
1110,227,114,in_progress,2024-05-27 12:04:45.000,4,
1111,227,114,in_progress,2024-09-04 13:33:02.000,9,
1112,227,114,in_progress,2024-09-27 13:40:21.000,13,
1113,227,114,completed,2024-10-05 16:15:09.000,15,https://www.hayes.com/
1114,228,56,in_progress,2024-09-16 00:55:56.000,13,
1115,228,56,in_progress,2024-09-26 08:51:25.000,15,
1116,228,56,in_progress,2024-09-28 21:10:36.000,17,
1117,228,56,in_progress,2024-10-07 07:58:24.000,21,
1118,228,56,completed,2024-10-07 08:13:48.000,25,http://www.trevino.com/
1119,228,13,completed,2024-10-06 19:34:56.000,27,https://www.wright.com/
1120,228,102,in_progress,2024-10-01 10:05:55.000,6,
1121,228,102,in_progress,2024-10-03 19:51:58.000,7,
1122,228,102,in_progress,2024-10-06 11:29:00.000,12,
1123,228,102,in_progress,2024-10-06 19:34:20.000,14,
1124,228,102,in_progress,2024-10-06 21:06:02.000,16,
1125,229,205,in_progress,2024-04-29 04:02:40.000,19,
1126,229,205,in_progress,2024-07-10 12:52:56.000,23,
1127,229,205,in_progress,2024-09-30 10:42:13.000,25,
1128,229,205,completed,2024-10-03 23:58:15.000,26,http://wilson-gordon.com/
1129,229,210,in_progress,2024-05-20 22:43:27.000,9,
1130,229,210,in_progress,2024-09-12 12:42:24.000,11,
1131,229,210,completed,2024-10-04 13:06:50.000,13,http://gomez-harris.org/
1132,229,176,in_progress,2024-07-09 12:03:45.000,4,
1133,229,176,in_progress,2024-09-05 09:26:54.000,5,
1134,229,176,completed,2024-09-28 21:10:21.000,6,https://www.romero.com/
1135,230,374,in_progress,2024-03-23 21:52:34.000,16,
1136,230,374,in_progress,2024-04-12 18:37:18.000,19,
1137,230,374,in_progress,2024-07-07 19:31:56.000,20,
1138,230,374,in_progress,2024-09-14 13:18:39.000,23,
1139,230,374,completed,2024-09-18 18:38:57.000,30,https://williams.net/
1140,230,394,in_progress,2024-09-05 02:37:55.000,9,
1141,230,394,in_progress,2024-09-22 02:09:18.000,10,
1142,230,394,in_progress,2024-10-07 08:43:22.000,12,
1143,230,394,in_progress,2024-10-07 08:48:50.000,13,
1144,230,394,in_progress,2024-10-07 08:51:36.000,18,
1145,231,175,in_progress,2024-05-02 08:00:20.000,22,
1146,231,175,in_progress,2024-06-11 07:44:53.000,23,
1147,231,175,in_progress,2024-09-29 19:16:23.000,26,
1148,231,175,in_progress,2024-10-04 12:39:54.000,27,
1149,231,175,completed,2024-10-04 20:48:52.000,28,https://dixon-anderson.com/
1150,231,200,in_progress,2023-12-09 00:44:04.000,10,
1151,231,200,in_progress,2024-04-26 13:26:38.000,12,
1152,231,200,in_progress,2024-10-07 00:17:35.000,22,
1153,231,200,completed,2024-10-07 05:03:41.000,23,https://www.strickland.com/
1154,231,288,in_progress,2024-08-09 21:26:36.000,14,
1155,231,288,in_progress,2024-09-15 05:55:15.000,18,
1156,231,288,completed,2024-10-06 12:31:17.000,21,http://www.michael.org/
1157,232,238,in_progress,2024-05-06 04:54:38.000,9,
1158,232,238,completed,2024-09-27 15:50:51.000,15,http://www.clark-newman.info/
1159,232,179,in_progress,2023-10-11 07:50:35.000,19,
1160,232,179,completed,2024-07-10 20:05:48.000,25,http://george.com/
1161,232,192,in_progress,2024-05-24 07:57:03.000,8,
1162,232,192,in_progress,2024-07-22 03:41:37.000,12,
1163,232,192,completed,2024-08-24 10:22:32.000,13,http://www.johnson.net/
1164,234,355,in_progress,2024-08-22 00:24:00.000,1,
1165,234,355,in_progress,2024-10-04 20:24:21.000,4,
1166,234,355,in_progress,2024-10-05 21:16:04.000,5,
1167,234,355,completed,2024-10-06 14:17:53.000,6,https://www.mitchell.com/
1168,235,47,in_progress,2024-08-19 18:42:39.000,0,
1169,235,47,in_progress,2024-09-29 10:06:16.000,2,
1170,235,47,in_progress,2024-09-29 17:16:04.000,7,
1171,235,47,in_progress,2024-10-01 08:44:44.000,9,
1172,235,47,completed,2024-10-03 19:03:36.000,11,https://www.burns.info/
1173,236,384,in_progress,2024-03-21 15:28:16.000,7,
1174,236,384,completed,2024-07-04 21:06:31.000,9,http://harrington.com/
1175,238,272,in_progress,2024-07-17 03:55:59.000,3,
1176,238,272,in_progress,2024-08-18 13:14:07.000,5,
1177,238,272,completed,2024-08-29 00:41:45.000,10,https://salazar.com/
1178,238,292,in_progress,2024-07-19 01:25:07.000,0,
1179,238,292,in_progress,2024-08-21 22:10:34.000,2,
1180,238,292,completed,2024-10-06 17:06:57.000,11,https://www.barnes.com/
1181,238,170,in_progress,2023-10-18 17:35:15.000,0,
1182,238,170,in_progress,2024-02-05 13:47:12.000,16,
1183,238,170,in_progress,2024-04-11 23:26:41.000,26,
1184,238,170,completed,2024-10-02 01:21:43.000,28,https://garner-smith.com/
1185,239,131,in_progress,2024-08-07 16:32:13.000,9,
1186,239,131,in_progress,2024-08-15 15:17:52.000,11,
1187,239,131,in_progress,2024-10-04 09:50:19.000,16,
1188,239,131,in_progress,2024-10-05 20:10:36.000,19,
1189,239,131,completed,2024-10-06 10:12:01.000,21,http://campos-fischer.biz/
1190,239,12,in_progress,2024-09-08 13:45:43.000,21,
1191,239,12,completed,2024-10-06 02:26:19.000,28,https://lee-manning.com/
1192,239,392,in_progress,2024-08-07 01:05:19.000,3,
1193,239,392,in_progress,2024-09-17 19:15:54.000,5,
1194,239,392,completed,2024-09-18 04:17:14.000,6,https://www.hartman-johnson.com/
1195,241,306,in_progress,2024-10-07 08:40:36.000,5,
1196,241,306,in_progress,2024-10-07 08:50:16.000,8,
1197,241,306,in_progress,2024-10-07 08:55:17.000,9,
1198,241,306,in_progress,2024-10-07 08:58:59.000,10,
1199,241,306,in_progress,2024-10-07 08:59:02.000,11,
1200,241,66,in_progress,2024-10-06 21:39:00.000,3,
1201,241,66,in_progress,2024-10-07 06:51:45.000,5,
1202,241,66,completed,2024-10-07 08:26:51.000,15,http://nunez-nash.com/
1203,243,60,in_progress,2024-07-22 10:45:32.000,18,
1204,243,60,in_progress,2024-08-05 19:37:40.000,22,
1205,243,60,in_progress,2024-10-04 16:08:11.000,26,
1206,243,60,in_progress,2024-10-06 11:06:25.000,27,
1207,243,60,completed,2024-10-07 06:25:05.000,28,https://www.smith.com/
1208,243,266,in_progress,2024-04-18 07:55:02.000,1,
1209,243,266,completed,2024-07-25 18:10:53.000,5,http://wilson.com/
1210,244,45,in_progress,2024-05-26 17:33:49.000,0,
1211,244,45,in_progress,2024-08-18 18:58:39.000,1,
1212,244,45,in_progress,2024-09-12 20:22:38.000,22,
1213,244,45,completed,2024-09-14 07:12:53.000,24,http://davis.info/
1214,244,268,in_progress,2023-11-08 12:26:47.000,16,
1215,244,268,in_progress,2023-12-16 11:29:42.000,22,
1216,244,268,in_progress,2023-12-30 07:41:32.000,29,
1217,244,268,completed,2024-09-18 00:19:53.000,30,https://www.garza-harris.com/
1218,245,132,in_progress,2023-11-23 06:14:17.000,2,
1219,245,132,in_progress,2024-04-12 02:26:47.000,27,
1220,245,132,completed,2024-06-07 23:05:20.000,28,http://www.smith.net/
1221,245,391,in_progress,2024-09-27 06:27:26.000,1,
1222,245,391,in_progress,2024-10-01 19:09:30.000,8,
1223,245,391,in_progress,2024-10-03 17:49:46.000,23,
1224,245,391,completed,2024-10-06 01:22:06.000,28,https://www.thomas.com/
1225,247,12,in_progress,2024-09-15 08:14:08.000,14,
1226,247,12,in_progress,2024-10-07 08:57:21.000,17,
1227,247,12,in_progress,2024-10-07 08:58:50.000,21,
1228,247,12,completed,2024-10-07 08:59:08.000,28,http://howard.com/
1229,248,211,in_progress,2023-10-15 08:16:13.000,0,
1230,248,211,in_progress,2023-10-19 18:52:01.000,18,
1231,248,211,in_progress,2024-07-03 05:22:36.000,26,
1232,248,211,in_progress,2024-07-10 23:32:59.000,27,
1233,248,211,in_progress,2024-09-05 14:00:18.000,28,
1234,248,122,in_progress,2024-08-25 00:00:19.000,1,
1235,248,122,in_progress,2024-09-10 12:39:02.000,7,
1236,248,122,in_progress,2024-10-04 11:53:36.000,11,
1237,248,122,completed,2024-10-04 19:42:11.000,14,http://www.warren-murphy.biz/
1238,248,192,in_progress,2024-01-05 07:23:45.000,11,
1239,248,192,completed,2024-03-05 02:25:55.000,13,https://hawkins.net/
1240,249,122,in_progress,2023-05-20 11:53:42.000,0,
1241,249,122,in_progress,2023-09-17 17:31:52.000,2,
1242,249,122,completed,2023-10-15 10:46:13.000,14,https://www.lindsey-brooks.info/
1243,251,51,in_progress,2024-09-16 16:46:34.000,26,
1244,251,51,in_progress,2024-10-04 14:37:23.000,28,
1245,251,51,completed,2024-10-05 11:19:13.000,29,http://www.coleman.info/
1246,251,289,in_progress,2024-09-09 21:51:46.000,1,
1247,251,289,in_progress,2024-09-28 05:34:18.000,14,
1248,251,289,in_progress,2024-10-06 01:17:42.000,15,
1249,251,289,in_progress,2024-10-06 13:37:51.000,16,
1250,251,289,completed,2024-10-06 20:52:39.000,17,http://www.thompson.com/
1251,252,296,in_progress,2024-08-21 10:50:50.000,0,
1252,252,296,in_progress,2024-09-11 21:55:11.000,10,
1253,252,296,in_progress,2024-09-27 07:24:37.000,12,
1254,252,296,in_progress,2024-10-02 00:40:49.000,14,
1255,252,296,in_progress,2024-10-06 01:49:27.000,15,
1256,252,149,in_progress,2024-08-22 22:01:25.000,1,
1257,252,149,in_progress,2024-09-05 10:11:53.000,5,
1258,252,149,in_progress,2024-09-12 06:03:43.000,15,
1259,252,149,completed,2024-10-04 09:40:27.000,16,http://www.lopez.com/
1260,254,121,in_progress,2024-07-09 12:39:15.000,4,
1261,254,121,in_progress,2024-09-20 11:13:45.000,9,
1262,254,121,completed,2024-09-21 05:31:00.000,11,http://jackson.net/
1263,254,123,in_progress,2024-05-13 03:24:28.000,1,
1264,254,123,completed,2024-06-23 09:19:40.000,11,http://www.vargas-burgess.biz/
1265,254,303,in_progress,2024-08-26 19:51:52.000,8,
1266,254,303,completed,2024-09-14 23:03:13.000,28,https://sheppard.com/
1267,255,184,in_progress,2024-08-05 13:21:35.000,1,
1268,255,184,in_progress,2024-08-17 00:39:48.000,3,
1269,255,184,in_progress,2024-09-21 14:34:40.000,8,
1270,255,184,completed,2024-09-22 05:56:12.000,10,https://www.martin.net/
1271,255,24,in_progress,2024-09-11 13:16:16.000,10,
1272,255,24,in_progress,2024-10-01 10:25:07.000,15,
1273,255,24,in_progress,2024-10-07 03:47:46.000,18,
1274,255,24,in_progress,2024-10-07 05:26:24.000,19,
1275,255,24,completed,2024-10-07 08:35:13.000,27,http://rice.com/
1276,257,60,in_progress,2024-06-16 03:02:59.000,14,
1277,257,60,in_progress,2024-06-23 05:28:36.000,25,
1278,257,60,in_progress,2024-09-25 02:48:23.000,26,
1279,257,60,completed,2024-10-01 05:57:00.000,28,http://www.cortez.com/
1280,258,43,in_progress,2024-06-19 07:48:48.000,12,
1281,258,43,completed,2024-09-07 02:22:35.000,20,https://www.lee.info/
1282,259,318,in_progress,2024-09-26 19:53:55.000,3,
1283,259,318,completed,2024-09-27 12:50:27.000,23,https://www.lee-wood.com/
1284,259,122,in_progress,2023-07-15 01:35:51.000,4,
1285,259,122,in_progress,2023-11-28 19:56:34.000,12,
1286,259,122,in_progress,2024-06-04 20:19:31.000,13,
1287,259,122,completed,2024-08-16 21:07:50.000,14,http://www.wilson-carter.info/
1288,259,96,in_progress,2024-09-17 20:54:52.000,3,
1289,259,96,completed,2024-10-06 06:27:49.000,10,https://shah.org/
1290,260,230,in_progress,2024-09-17 13:35:00.000,0,
1291,260,230,in_progress,2024-10-04 22:10:51.000,11,
1292,260,230,in_progress,2024-10-04 22:56:30.000,25,
1293,260,230,in_progress,2024-10-05 18:48:22.000,29,
1294,260,230,completed,2024-10-05 19:52:32.000,30,https://www.rodriguez.net/
1295,260,218,in_progress,2024-08-24 03:37:16.000,3,
1296,260,218,in_progress,2024-09-17 12:24:40.000,5,
1297,260,218,completed,2024-10-05 10:22:41.000,7,https://brown.com/
1298,261,320,in_progress,2024-08-11 12:04:54.000,0,
1299,261,320,in_progress,2024-08-31 01:34:23.000,3,
1300,261,320,in_progress,2024-10-04 17:38:26.000,4,
1301,261,320,in_progress,2024-10-07 01:28:11.000,5,
1302,261,320,in_progress,2024-10-07 08:16:05.000,8,
1303,261,279,in_progress,2024-02-24 16:42:28.000,12,
1304,261,279,in_progress,2024-09-23 13:23:37.000,16,
1305,261,279,completed,2024-09-27 00:44:32.000,24,https://reed.com/
1306,261,39,in_progress,2024-03-18 11:33:14.000,16,
1307,261,39,in_progress,2024-09-12 02:26:50.000,17,
1308,261,39,completed,2024-09-16 07:21:13.000,18,http://www.matthews-adams.com/
1309,262,224,in_progress,2024-09-28 08:32:18.000,1,
1310,262,224,in_progress,2024-09-30 13:09:07.000,12,
1311,262,224,completed,2024-09-30 19:00:27.000,13,http://solis.com/
1312,262,262,in_progress,2024-09-29 14:45:30.000,21,
1313,262,262,in_progress,2024-09-30 01:05:59.000,24,
1314,262,262,completed,2024-10-02 14:56:39.000,27,https://www.martin.net/
1315,263,44,in_progress,2024-02-03 21:55:29.000,4,
1316,263,44,completed,2024-08-03 19:39:42.000,5,https://www.dennis.org/
1317,265,157,in_progress,2024-04-19 14:22:27.000,7,
1318,265,157,in_progress,2024-07-22 20:00:41.000,13,
1319,265,157,completed,2024-09-06 22:27:50.000,21,http://james.com/
1320,265,349,in_progress,2023-03-25 19:04:59.000,4,
1321,265,349,completed,2024-04-30 00:16:16.000,5,http://cortez.com/
1322,266,254,in_progress,2024-02-06 13:25:51.000,24,
1323,266,254,completed,2024-07-18 18:59:00.000,26,http://smith.info/
1324,267,272,in_progress,2024-08-30 14:17:46.000,7,
1325,267,272,completed,2024-09-24 04:10:36.000,10,https://www.fry.info/
1326,269,226,in_progress,2024-09-21 13:32:42.000,3,
1327,269,226,completed,2024-09-25 06:01:27.000,9,http://www.reyes.com/
1328,269,352,in_progress,2024-09-02 23:01:35.000,12,
1329,269,352,in_progress,2024-09-15 09:45:59.000,16,
1330,269,352,completed,2024-09-18 05:21:05.000,19,https://www.gross.com/
1331,269,199,in_progress,2024-09-25 03:41:57.000,2,
1332,269,199,in_progress,2024-10-02 15:21:32.000,8,
